Sample	Tissue	Donor	Gender
GTEX.W5X1.1426.SM.3GIKH	Visceral	GTEX.W5X1	Female
GTEX.W5X1.2626.SM.4LMI8	Subcutaneous	GTEX.W5X1	Female
GTEX.WEY5.1326.SM.3GILS	Visceral	GTEX.WEY5	Female
GTEX.WEY5.1926.SM.3GIL8	Subcutaneous	GTEX.WEY5	Female
GTEX.WFG7.2526.SM.EWRM5	Subcutaneous	GTEX.WFG7	Male
GTEX.WFG8.2326.SM.DIPDX	Subcutaneous	GTEX.WFG8	Male
GTEX.WFJO.1026.SM.3GIKL	Visceral	GTEX.WFJO	Male
GTEX.WFJO.1926.SM.3GILA	Subcutaneous	GTEX.WFJO	Male
GTEX.WFON.1226.SM.3TW8F	Visceral	GTEX.WFON	Male
GTEX.WFON.2226.SM.3TW8W	Subcutaneous	GTEX.WFON	Male
GTEX.WH7G.1126.SM.3NMBK	Visceral	GTEX.WH7G	Male
GTEX.WH7G.2226.SM.3NMBN	Subcutaneous	GTEX.WH7G	Male
GTEX.WHPG.0626.SM.3NMBD	Visceral	GTEX.WHPG	Male
GTEX.WHPG.2126.SM.4M1ZM	Subcutaneous	GTEX.WHPG	Male
GTEX.WHWD.0826.SM.3LK6R	Visceral	GTEX.WHWD	Male
GTEX.WI4N.1126.SM.3LK7Q	Subcutaneous	GTEX.WI4N	Female
GTEX.WI4N.1526.SM.EZ6LG	Visceral	GTEX.WI4N	Female
GTEX.WK11.2426.SM.3NMAA	Visceral	GTEX.WK11	Male
GTEX.WL46.0326.SM.3LK6Y	Subcutaneous	GTEX.WL46	Male
GTEX.WL46.2026.SM.3LK7U	Visceral	GTEX.WL46	Male
GTEX.WOFM.0726.SM.3MJF8	Visceral	GTEX.WOFM	Male
GTEX.WRHK.0826.SM.3MJFG	Visceral	GTEX.WRHK	Female
GTEX.WVJS.0226.SM.4MVOU	Subcutaneous	GTEX.WVJS	Male
GTEX.WVLH.0226.SM.3MJG6	Subcutaneous	GTEX.WVLH	Male
GTEX.WVLH.1626.SM.EXURN	Visceral	GTEX.WVLH	Male
GTEX.WWTW.1326.SM.4MVNT	Visceral	GTEX.WWTW	Male
GTEX.WXYG.0926.SM.3NB2O	Visceral	GTEX.WXYG	Female
GTEX.WY7C.0926.SM.3NB34	Visceral	GTEX.WY7C	Male
GTEX.WY7C.2426.SM.3NB2V	Subcutaneous	GTEX.WY7C	Male
GTEX.WYBS.1026.SM.4ONCY	Visceral	GTEX.WYBS	Female
GTEX.WYJK.0226.SM.EYYV8	Subcutaneous	GTEX.WYJK	Male
GTEX.WYJK.1426.SM.3NM8V	Visceral	GTEX.WYJK	Male
GTEX.WYVS.0626.SM.4SOJY	Visceral	GTEX.WYVS	Female
GTEX.X15G.2326.SM.4PQZS	Subcutaneous	GTEX.X15G	Female
GTEX.X261.0226.SM.3NMD2	Subcutaneous	GTEX.X261	Male
GTEX.X3Y1.0926.SM.3P5YT	Visceral	GTEX.X3Y1	Male
GTEX.X4EO.0426.SM.4QASA	Subcutaneous	GTEX.X4EO	Female
GTEX.X4LF.1726.SM.3NMBZ	Subcutaneous	GTEX.X4LF	Male
GTEX.X4XY.0326.SM.46MVZ	Subcutaneous	GTEX.X4XY	Male
GTEX.X585.2526.SM.4QAS1	Visceral	GTEX.X585	Male
GTEX.X5EB.2426.SM.4E3HX	Subcutaneous	GTEX.X5EB	Male
GTEX.X638.0226.SM.47JZ9	Subcutaneous	GTEX.X638	Female
GTEX.X88G.0226.SM.4GIE4	Subcutaneous	GTEX.X88G	Male
GTEX.X8HC.0226.SM.4E3K1	Subcutaneous	GTEX.X8HC	Female
GTEX.X8HC.2326.SM.4QAS4	Visceral	GTEX.X8HC	Female
GTEX.XAJ8.0226.SM.4GIB2	Visceral	GTEX.XAJ8	Male
GTEX.XAJ8.0926.SM.47JXZ	Subcutaneous	GTEX.XAJ8	Male
GTEX.XBEC.0326.SM.4AT4M	Subcutaneous	GTEX.XBEC	Male
GTEX.XBEC.1826.SM.4QASN	Visceral	GTEX.XBEC	Male
GTEX.XBED.1326.SM.4AT4F	Visceral	GTEX.XBED	Male
GTEX.XBED.2326.SM.47JYR	Subcutaneous	GTEX.XBED	Male
GTEX.XBEW.0726.SM.4QARX	Subcutaneous	GTEX.XBEW	Male
GTEX.XBEW.1726.SM.4RGMA	Visceral	GTEX.XBEW	Male
GTEX.XGQ4.1026.SM.4AT4L	Visceral	GTEX.XGQ4	Male
GTEX.XGQ4.2226.SM.4AT4Y	Subcutaneous	GTEX.XGQ4	Male
GTEX.XK95.0426.SM.4AT4R	Subcutaneous	GTEX.XK95	Male
GTEX.XLM4.0226.SM.4AT4N	Subcutaneous	GTEX.XLM4	Male
GTEX.XLM4.1026.SM.4AT51	Visceral	GTEX.XLM4	Male
GTEX.XMD2.0226.SM.4WWEE	Subcutaneous	GTEX.XMD2	Female
GTEX.XMK1.0926.SM.4B66X	Visceral	GTEX.XMK1	Male
GTEX.XMK1.2226.SM.4B673	Subcutaneous	GTEX.XMK1	Male
GTEX.XOT4.0226.SM.4B66Z	Subcutaneous	GTEX.XOT4	Female
GTEX.XOT4.0826.SM.4B66Y	Visceral	GTEX.XOT4	Female
GTEX.XPVG.1626.SM.EYYVK	Visceral	GTEX.XPVG	Male
GTEX.XPVG.2726.SM.4B66W	Subcutaneous	GTEX.XPVG	Male
GTEX.XQ3S.1626.SM.4WAYN	Subcutaneous	GTEX.XQ3S	Male
GTEX.XQ3S.2426.SM.4WAYB	Visceral	GTEX.XQ3S	Male
GTEX.XQ8I.0526.SM.4BOPS	Subcutaneous	GTEX.XQ8I	Male
GTEX.XQ8I.1426.SM.4BOPW	Visceral	GTEX.XQ8I	Male
GTEX.XUW1.0526.SM.4BOP3	Subcutaneous	GTEX.XUW1	Female
GTEX.XUYS.0226.SM.47JX1	Subcutaneous	GTEX.XUYS	Male
GTEX.XUZC.1126.SM.4BOPZ	Visceral	GTEX.XUZC	Female
GTEX.XUZC.1826.SM.4BRVO	Subcutaneous	GTEX.XUZC	Female
GTEX.XV7Q.1726.SM.4BRUU	Visceral	GTEX.XV7Q	Female
GTEX.XV7Q.2626.SM.4BRVA	Subcutaneous	GTEX.XV7Q	Female
GTEX.XXEK.1426.SM.4BRW1	Visceral	GTEX.XXEK	Male
GTEX.XXEK.2426.SM.4BRUS	Subcutaneous	GTEX.XXEK	Male
GTEX.XYKS.1826.SM.4E3JV	Visceral	GTEX.XYKS	Female
GTEX.XYKS.2726.SM.4E3IC	Subcutaneous	GTEX.XYKS	Female
GTEX.Y111.0226.SM.4SOIW	Subcutaneous	GTEX.Y111	Male
GTEX.Y111.0926.SM.4SOIU	Visceral	GTEX.Y111	Male
GTEX.Y114.1326.SM.4TT9A	Visceral	GTEX.Y114	Female
GTEX.Y114.2326.SM.4TT7X	Subcutaneous	GTEX.Y114	Female
GTEX.Y3I4.0726.SM.E9J3Y	Visceral	GTEX.Y3I4	Male
GTEX.Y3I4.2226.SM.4TT7O	Subcutaneous	GTEX.Y3I4	Male
GTEX.Y3IK.2526.SM.4WWDM	Subcutaneous	GTEX.Y3IK	Female
GTEX.Y5LM.0826.SM.4VDSW	Visceral	GTEX.Y5LM	Female
GTEX.Y5V5.0226.SM.5S2N8	Visceral	GTEX.Y5V5	Female
GTEX.Y5V5.2426.SM.5IFJA	Subcutaneous	GTEX.Y5V5	Female
GTEX.Y5V6.0626.SM.4WWFY	Visceral	GTEX.Y5V6	Male
GTEX.Y5V6.2526.SM.5IFJV	Subcutaneous	GTEX.Y5V6	Male
GTEX.Y8E4.0726.SM.4WWFN	Subcutaneous	GTEX.Y8E4	Male
GTEX.Y8E4.1226.SM.5IFIM	Visceral	GTEX.Y8E4	Male
GTEX.Y8E5.0226.SM.57WCM	Subcutaneous	GTEX.Y8E5	Male
GTEX.Y8LW.0926.SM.4VBQ8	Visceral	GTEX.Y8LW	Female
GTEX.Y8LW.1926.SM.4WWFZ	Subcutaneous	GTEX.Y8LW	Female
GTEX.Y9LG.1226.SM.4VBQA	Visceral	GTEX.Y9LG	Male
GTEX.Y9LG.2026.SM.62LFS	Subcutaneous	GTEX.Y9LG	Male
GTEX.YB5E.2126.SM.5IFI7	Subcutaneous	GTEX.YB5E	Male
GTEX.YB5K.2226.SM.4WWG1	Subcutaneous	GTEX.YB5K	Female
GTEX.YEC3.0926.SM.5Q5AC	Visceral	GTEX.YEC3	Male
GTEX.YEC3.1226.SM.5IFI8	Subcutaneous	GTEX.YEC3	Male
GTEX.YEC4.0926.SM.5PNXY	Visceral	GTEX.YEC4	Male
GTEX.YEC4.2426.SM.57WFO	Subcutaneous	GTEX.YEC4	Male
GTEX.YECK.0226.SM.4W215	Subcutaneous	GTEX.YECK	Male
GTEX.YECK.1426.SM.5IFHE	Visceral	GTEX.YECK	Male
GTEX.YF7O.2426.SM.5IFJL	Subcutaneous	GTEX.YF7O	Male
GTEX.YFC4.0226.SM.57WD2	Subcutaneous	GTEX.YFC4	Female
GTEX.YFCO.1126.SM.5S2N9	Visceral	GTEX.YFCO	Male
GTEX.YFCO.2026.SM.4W21Q	Subcutaneous	GTEX.YFCO	Male
GTEX.YJ89.0226.SM.4TT3Y	Subcutaneous	GTEX.YJ89	Male
GTEX.YJ89.1926.SM.5IFJ6	Visceral	GTEX.YJ89	Male
GTEX.YJ8A.0526.SM.5IFHT	Subcutaneous	GTEX.YJ8A	Male
GTEX.YJ8A.1926.SM.EZ6LQ	Visceral	GTEX.YJ8A	Male
GTEX.YJ8O.2426.SM.5HL7S	Subcutaneous	GTEX.YJ8O	Female
GTEX.Z93S.0226.SM.5HL7R	Subcutaneous	GTEX.Z93S	Male
GTEX.Z93T.0226.SM.5HL5Z	Subcutaneous	GTEX.Z93T	Male
GTEX.Z9EW.0826.SM.5HL9T	Visceral	GTEX.Z9EW	Male
GTEX.Z9EW.1826.SM.5CVMA	Subcutaneous	GTEX.Z9EW	Male
GTEX.ZA64.0926.SM.5HL7H	Visceral	GTEX.ZA64	Male
GTEX.ZAB4.1426.SM.5CVN6	Visceral	GTEX.ZAB4	Male
GTEX.ZAB5.1126.SM.5Q5AD	Visceral	GTEX.ZAB5	Male
GTEX.ZAJG.0226.SM.5HL81	Subcutaneous	GTEX.ZAJG	Female
GTEX.ZAJG.1626.SM.5HL7I	Visceral	GTEX.ZAJG	Female
GTEX.ZAK1.0226.SM.5CVMX	Subcutaneous	GTEX.ZAK1	Female
GTEX.ZC5H.0126.SM.4WAYL	Subcutaneous	GTEX.ZC5H	Female
GTEX.ZC5H.1626.SM.5HL7L	Visceral	GTEX.ZC5H	Female
GTEX.ZDTS.0226.SM.5HL7Q	Subcutaneous	GTEX.ZDTS	Male
GTEX.ZDTS.1826.SM.5S2N6	Visceral	GTEX.ZDTS	Male
GTEX.ZDTT.0526.SM.5HL4M	Visceral	GTEX.ZDTT	Male
GTEX.ZDTT.2626.SM.5S2OP	Subcutaneous	GTEX.ZDTT	Male
GTEX.ZDXO.2326.SM.5LU9W	Visceral	GTEX.ZDXO	Male
GTEX.ZDXO.2426.SM.5S2NJ	Subcutaneous	GTEX.ZDXO	Male
GTEX.ZDYS.2126.SM.5S2P2	Subcutaneous	GTEX.ZDYS	Male
GTEX.ZDYS.2226.SM.5S2MI	Visceral	GTEX.ZDYS	Male
GTEX.ZE7O.0226.SM.5S2N1	Subcutaneous	GTEX.ZE7O	Female
GTEX.ZE7O.1526.SM.5J1NH	Visceral	GTEX.ZE7O	Female
GTEX.ZE9C.1326.SM.5S2OW	Visceral	GTEX.ZE9C	Male
GTEX.ZE9C.2826.SM.5S2MO	Subcutaneous	GTEX.ZE9C	Male
GTEX.ZEX8.1226.SM.5S2OK	Visceral	GTEX.ZEX8	Male
GTEX.ZEX8.2326.SM.5S2MN	Subcutaneous	GTEX.ZEX8	Male
GTEX.ZF28.0226.SM.5S2OE	Subcutaneous	GTEX.ZF28	Male
GTEX.ZF28.1426.SM.5S2OG	Visceral	GTEX.ZF28	Male
GTEX.ZF29.0826.SM.5S2O2	Visceral	GTEX.ZF29	Female
GTEX.ZF29.2226.SM.4WWB9	Subcutaneous	GTEX.ZF29	Female
GTEX.ZF2S.1526.SM.5S2OO	Visceral	GTEX.ZF2S	Female
GTEX.ZF3C.0226.SM.4WWB3	Subcutaneous	GTEX.ZF3C	Female
GTEX.ZF3C.1026.SM.5S2OC	Visceral	GTEX.ZF3C	Female
GTEX.ZG7Y.1626.SM.5S2NO	Visceral	GTEX.ZG7Y	Male
GTEX.ZGAY.0626.SM.DO92E	Subcutaneous	GTEX.ZGAY	Female
GTEX.ZGAY.1326.SM.5S2NS	Visceral	GTEX.ZGAY	Female
GTEX.ZLFU.2626.SM.DO91L	Subcutaneous	GTEX.ZLFU	Male
GTEX.ZLV1.0926.SM.5S2MR	Visceral	GTEX.ZLV1	Female
GTEX.ZLV1.1826.SM.5FQU5	Subcutaneous	GTEX.ZLV1	Female
GTEX.ZLWG.0726.SM.5S2N4	Visceral	GTEX.ZLWG	Female
GTEX.ZLWG.2226.SM.DO92V	Subcutaneous	GTEX.ZLWG	Female
GTEX.ZP4G.1326.SM.5EGIW	Visceral	GTEX.ZP4G	Female
GTEX.ZP4G.2326.SM.57WEM	Subcutaneous	GTEX.ZP4G	Female
GTEX.ZPCL.1026.SM.5GCOX	Visceral	GTEX.ZPCL	Female
GTEX.ZPCL.2126.SM.57WFZ	Subcutaneous	GTEX.ZPCL	Female
GTEX.ZPIC.0726.SM.57WFM	Visceral	GTEX.ZPIC	Female
GTEX.ZPIC.1826.SM.57WFE	Subcutaneous	GTEX.ZPIC	Female
GTEX.ZPU1.1226.SM.5HL71	Visceral	GTEX.ZPU1	Male
GTEX.ZPU1.2426.SM.4WWFM	Subcutaneous	GTEX.ZPU1	Male
GTEX.ZQG8.1026.SM.51MR9	Visceral	GTEX.ZQG8	Female
GTEX.ZQG8.1526.SM.5HL65	Subcutaneous	GTEX.ZQG8	Female
GTEX.ZQUD.0526.SM.57WG4	Visceral	GTEX.ZQUD	Male
GTEX.ZT9W.1026.SM.57WG5	Visceral	GTEX.ZT9W	Male
GTEX.ZT9X.0926.SM.5O9C4	Visceral	GTEX.ZT9X	Male
GTEX.ZT9X.1926.SM.57WE7	Subcutaneous	GTEX.ZT9X	Male
GTEX.ZTPG.0226.SM.5O99I	Subcutaneous	GTEX.ZTPG	Female
GTEX.ZTPG.2326.SM.57WFL	Visceral	GTEX.ZTPG	Female
GTEX.ZTSS.1026.SM.5985N	Visceral	GTEX.ZTSS	Male
GTEX.ZTSS.2026.SM.5987K	Subcutaneous	GTEX.ZTSS	Male
GTEX.ZTX8.0726.SM.59HL9	Visceral	GTEX.ZTX8	Male
GTEX.ZTX8.1526.SM.5N9GI	Subcutaneous	GTEX.ZTX8	Male
GTEX.ZUA1.0226.SM.5NQ9Q	Subcutaneous	GTEX.ZUA1	Male
GTEX.ZUA1.2126.SM.57YRB	Visceral	GTEX.ZUA1	Male
GTEX.ZV68.0226.SM.59HJF	Subcutaneous	GTEX.ZV68	Female
GTEX.ZV6S.1626.SM.5NQ81	Visceral	GTEX.ZV6S	Female
GTEX.ZV7C.0826.SM.59HK8	Visceral	GTEX.ZV7C	Male
GTEX.ZVE2.0326.SM.57WFC	Subcutaneous	GTEX.ZVE2	Male
GTEX.ZVE2.1826.SM.51MRZ	Visceral	GTEX.ZVE2	Male
GTEX.ZVP2.0226.SM.57WBD	Visceral	GTEX.ZVP2	Male
GTEX.ZVP2.1826.SM.5GU62	Subcutaneous	GTEX.ZVP2	Male
GTEX.ZVT2.0226.SM.5GIE3	Visceral	GTEX.ZVT2	Female
GTEX.ZVT2.2226.SM.5NQ6P	Subcutaneous	GTEX.ZVT2	Female
GTEX.ZVT4.0226.SM.51MSD	Subcutaneous	GTEX.ZVT4	Female
GTEX.ZVTK.0526.SM.5GZWT	Subcutaneous	GTEX.ZVTK	Male
GTEX.ZVZO.0226.SM.5A5LA	Subcutaneous	GTEX.ZVZO	Male
GTEX.ZVZP.1126.SM.5GICU	Visceral	GTEX.ZVZP	Male
GTEX.ZVZP.2326.SM.59HL4	Subcutaneous	GTEX.ZVZP	Male
GTEX.ZXES.0926.SM.5E43O	Visceral	GTEX.ZXES	Female
GTEX.ZXES.2026.SM.5NQ6R	Subcutaneous	GTEX.ZXES	Female
GTEX.ZXG5.0226.SM.59HJI	Subcutaneous	GTEX.ZXG5	Male
GTEX.ZXG5.1626.SM.59HJK	Visceral	GTEX.ZXG5	Male
GTEX.ZYFC.0326.SM.5NQ7H	Subcutaneous	GTEX.ZYFC	Male
GTEX.ZYFC.1826.SM.5GZZA	Visceral	GTEX.ZYFC	Male
GTEX.ZYFD.0226.SM.5NQ86	Subcutaneous	GTEX.ZYFD	Male
GTEX.ZYFG.1426.SM.5GICS	Visceral	GTEX.ZYFG	Female
GTEX.ZYT6.0326.SM.7LG5R	Subcutaneous	GTEX.ZYT6	Male
GTEX.ZYT6.2126.SM.5GZZ4	Visceral	GTEX.ZYT6	Male
GTEX.ZYVF.0226.SM.5GIEG	Subcutaneous	GTEX.ZYVF	Female
GTEX.ZYVF.1026.SM.5E44V	Visceral	GTEX.ZYVF	Female
GTEX.ZYW4.0226.SM.5E44M	Subcutaneous	GTEX.ZYW4	Male
GTEX.ZYW4.2226.SM.5GZYG	Visceral	GTEX.ZYW4	Male
GTEX.ZYY3.0226.SM.5E45M	Subcutaneous	GTEX.ZYY3	Female
GTEX.ZZ64.0626.SM.5GZWR	Visceral	GTEX.ZZ64	Male
GTEX.ZZ64.1626.SM.5E43W	Subcutaneous	GTEX.ZZ64	Male
GTEX.ZZPU.0326.SM.5N9BJ	Visceral	GTEX.ZZPU	Female
GTEX.ZZPU.2726.SM.5NQ8O	Subcutaneous	GTEX.ZZPU	Female
